Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
strive-adaptive-stroller,,,,,,,,,,,,,,,,,,,,,,,,,https://eshop.worldcloud9.com/assets/images/products/medshop/specialneeds/spec2/7.png,7,,,,,,,,,,,,,,,,,,,,,,,,
squiggles-seating,Squiggles Seating,"<ul class='vr-list-proddesc'><div class='vr-list-header-proddesc'>SPECIFICATIONS</div><li>Specifically designed for the unique needs of young children</li><li>Low to the ground positioning possible for optimum interaction</li><li>Close proximal fit for maximum comfort</li><li>Fun, colorful design</li><li>Four-point pelvic harness holds the pelvis in a neutral position.</li><li>The ramped cushion gives a secure, stable base of support.</li><li>The height adjustable footplate.</li><div class='vr-list-header-proddesc'>DETAILS</div><li>Features</li><li>Specifically designed for the unique needs of young children</li><li>Low to the ground positioning possible for optimum interaction</li><li>Close proximal fit for maximum comfort</li><li>Fun, colorful design</li><li>Four-point pelvic harness holds the pelvis in a neutral position.</li><li>The ramped cushion gives a secure, stable base of support.</li><li>The height adjustable footplate.</li></ul>",Unknown,Health & Beauty > Health Care > Mobility & Accessibility > Special Needs Equipment,Special Needs Equipment,specialneeds,TRUE,Title,Default Title,,,,,,0,,,deny,manual,,,TRUE,TRUE,,https://eshop.worldcloud9.com/assets/images/products/medshop/specialneeds/spec3/1.png,1,,FALSE,Squiggles Seating,Squiggles Seating,Health & Beauty > Health Care > Mobility & Accessibility > Special Needs Equipment,Unisex,Adult,,,,new,FALSE,,,,,,,g,,,,,active
snappi-push-chair,Snappi Push Chair,"<ul class='vr-list-proddesc'><div class='vr-list-header-proddesc'>SPECIFICATIONS</div><li>Highly adjustable in order to ensure both maximum growth and ideal seating position.</li><li>Height and angle adjustable push handles.</li><li>Adjustable knee angle. Height and angle adjustable.</li><li>Soft-touch, easy-to-operate, pin-lock brake.</li><li>Hub brake option also available. flip-up footrest.</li><li>Dynamic option available. Front and rear transit brackets, fitted as standard.</li><li>Crash-tested (forward facing position only).</li><li>Swiveling front castors.</li><li>Front locking castors option available.</li><div class='vr-list-header-proddesc'>DETAILS</div><li>Features</li><li>Highly adjustable in order to ensure both maximum growth and ideal seating position.</li><li>Height and angle adjustable push handles.</li><li>Adjustable knee angle. Height and angle adjustable.</li><li>Soft-touch, easy-to-operate, pin-lock brake.</li><li>Hub brake option also available. flip-up footrest.</li><li>Dynamic option available. Front and rear transit brackets, fitted as standard.</li><li>Crash-tested (forward facing position only) .</li><li>Swiveling front castors.</li><li>Front locking castors option available.</li></ul>",Unknown,Health & Beauty > Health Care > Mobility & Accessibility > Special Needs Equipment,Special Needs Equipment,specialneeds,TRUE,Title,Default Title,,,,,,0,,,deny,manual,,,TRUE,TRUE,,https://eshop.worldcloud9.com/assets/images/products/medshop/specialneeds/spec4/1.jpg,1,,FALSE,Snappi Push Chair,Snappi Push Chair,Health & Beauty > Health Care > Mobility & Accessibility > Special Needs Equipment,Unisex,Adult,,,,new,FALSE,,,,,,,g,,,,,active
beme-seat-Ð-leckey,BeMe Seat Ð Leckey,"<ul class='vr-list-proddesc'><div class='vr-list-header-proddesc'>SPECIFICATIONS</div><li>Choice of Seats</li><li>Choice of Back Supports</li><li>Dynamic Backrest</li><li>Pelvic Cradle</li><li>Slim-line Laterals</li><li>Choice of Chassis Options</li><li>Seat Core Available in small, medium and large</li><li>Split seat</li><div class='vr-list-header-proddesc'>DETAILS</div><li>Features</li><li>Choice of Seats</li><li>Choice of Back Supports</li><li>Dynamic Backrest</li><li>Pelvic Cradle</li><li>Slim-line Laterals</li><li>Choice of Chassis Options</li><li>Seat Core Available in small, medium and large</li><li>Split seat</li></ul>",Unknown,Health & Beauty > Health Care > Mobility & Accessibility > Special Needs Equipment,Special Needs Equipment,specialneeds,TRUE,Title,Default Title,,,,,,0,,,deny,manual,,,TRUE,TRUE,,https://eshop.worldcloud9.com/assets/images/products/medshop/specialneeds/spec5/1.jpeg,1,,FALSE,BeMe Seat Ð Leckey,BeMe Seat Ð Leckey,Health & Beauty > Health Care > Mobility & Accessibility > Special Needs Equipment,Unisex,Adult,,,,new,FALSE,,,,,,,g,,,,,active
avantgarde-active-+-spex-seating,Avantgarde Active + Spex Seating,<ul class='vr-list-proddesc'><div class='vr-list-header-proddesc'>SPECIFICATIONS</div><li>Single cross brace</li><li>Centre of gravity shift</li><li>Back Pocket</li><li>Front Wheel Adapter</li><li>Rear Wheel Adapter</li><li>The lightest version</li><li>Allowance for hip/thigh flexion and pre-ischial support</li><li>Spex positioning cushion base</li><li>Pelvic obliquity build-up</li><li>Create instant shape</li><li>Spex contouring system</li><li>Asymmetrical contouring</li><div class='vr-list-header-proddesc'>DETAILS</div><li>Features</li><li>Single cross brace</li><li>Centre of gravity shift</li><li>Back Pocket</li><li>Front Wheel Adapter</li><li>Rear Wheel Adapter</li><li>The lightest version</li><li>Allowance for hip/thigh flexion and pre-ischial support</li><li>Spex positioning cushion base</li><li>Pelvic obliquity build-up</li><li>Create instant shape</li><li>Spex contouring system</li><li>Asymmetrical contouring</li></ul>,Unknown,Health & Beauty > Health Care > Mobility & Accessibility > Special Needs Equipment,Special Needs Equipment,specialneeds,TRUE,Title,Default Title,,,,,,0,,,deny,manual,,,TRUE,TRUE,,https://eshop.worldcloud9.com/assets/images/products/medshop/specialneeds/spec6/1.png,1,,FALSE,Avantgarde Active + Spex Seating,Avantgarde Active + Spex Seating,Health & Beauty > Health Care > Mobility & Accessibility > Special Needs Equipment,Unisex,Adult,,,,new,FALSE,,,,,,,g,,,,,active
avantgarde-active-+-spex-seating,,,,,,,,,,,,,,,,,,,,,,,,,https://eshop.worldcloud9.com/assets/images/products/medshop/specialneeds/spec6/2.png,2,,,,,,,,,,,,,,,,,,,,,,,,
avantgarde-active-+-spex-seating,,,,,,,,,,,,,,,,,,,,,,,,,https://eshop.worldcloud9.com/assets/images/products/medshop/specialneeds/spec6/3.png,3,,,,,,,,,,,,,,,,,,,,,,,,
avantgarde-active-+-spex-seating,,,,,,,,,,,,,,,,,,,,,,,,,https://eshop.worldcloud9.com/assets/images/products/medshop/specialneeds/spec6/4.png,4,,,,,,,,,,,,,,,,,,,,,,,,
avantgarde-active-+-spex-seating,,,,,,,,,,,,,,,,,,,,,,,,,https://eshop.worldcloud9.com/assets/images/products/medshop/specialneeds/spec6/5.png,5,,,,,,,,,,,,,,,,,,,,,,,,
avantgarde-active-+-spex-seating,,,,,,,,,,,,,,,,,,,,,,,,,https://eshop.worldcloud9.com/assets/images/products/medshop/specialneeds/spec6/6.png,6,,,,,,,,,,,,,,,,,,,,,,,,
kimba-neo-buggy,Kimba Neo Buggy,"<ul class='vr-list-proddesc'><div class='vr-list-header-proddesc'>SPECIFICATIONS</div><li>Available in two sizes</li><li>Frame colors: black or white</li><li>Padding color: grey</li><li>Frame made of high-quality aluminum</li><li>Height-adjustable push bar with ratchet joint</li><li>Swiveling front wheels</li><li>EVA wheels with wheel lock</li><li>Integrated anchor brackets for transportation in a vehicle for transporting persons with reduced mobility</li><li>Kimba seat adapter, also suitable for custom seating shell systems</li><li>Generous storage space under the seat (also usable as a platform for respirators)</li><li>Optimized rear axle suspension</li><li>Automatic folding lock for safely loading the outdoor mobility base into a vehicle</li><div class='vr-list-header-proddesc'>DETAILS</div><li>Features</li><li>Available in two sizes</li><li>Frame colors: black or white</li><li>Padding color: grey</li><li>Frame made of high-quality aluminum</li><li>Seat tilt up to 40</li><li>Height-adjustable push bar with ratchet joint</li><li>Swiveling front wheels</li><li>EVA wheels with wheel lock</li><li>Integrated anchor brackets for transportation in a vehicle for transporting persons with reduced mobility</li><li>Kimba seat adapter, also suitable for custom seating shell systems</li><li>Generous storage space under the seat (also usable as a platform for respirators)</li><li>Optimized rear axle suspension</li><li>Automatic folding lock for safely loading the outdoor mobility base into a vehicle</li></ul>",Unknown,Health & Beauty > Health Care > Mobility & Accessibility > Special Needs Equipment,Special Needs Equipment,specialneeds,TRUE,Title,Default Title,,,,,,0,,,deny,manual,,,TRUE,TRUE,,https://eshop.worldcloud9.com/assets/images/products/medshop/specialneeds/spec7/1.jpg,1,,FALSE,Kimba Neo Buggy,Kimba Neo Buggy,Health & Beauty > Health Care > Mobility & Accessibility > Special Needs Equipment,Unisex,Adult,,,,new,FALSE,,,,,,,g,,,,,active
goto-seat,GoTo Seat,<ul class='vr-list-proddesc'><div class='vr-list-header-proddesc'>SPECIFICATIONS</div><li>Adjustable Head Supports</li><li>Adjustable Laterals</li><li>Pressure Cushion</li><li>Suitable for Flying</li><li>Machine Washable</li><li>Lightweight & Portable</li><li>Designed with Cerebra</li><div class='vr-list-header-proddesc'>DETAILS</div><li>Features</li><li>Adjustable Head Supports</li><li>Adjustable Laterals</li><li>Pressure Cushion</li><li>Suitable for Flying</li><li>Machine Washable</li><li>Lightweight & Portable</li><li>Designed with Cerebra</li></ul>,Unknown,Health & Beauty > Health Care > Mobility & Accessibility > Special Needs Equipment,Special Needs Equipment,specialneeds,TRUE,Title,Default Title,,,,,,0,,,deny,manual,,,TRUE,TRUE,,https://eshop.worldcloud9.com/assets/images/products/medshop/specialneeds/spec8/1.jpeg,1,,FALSE,GoTo Seat,GoTo Seat,Health & Beauty > Health Care > Mobility & Accessibility > Special Needs Equipment,Unisex,Adult,,,,new,FALSE,,,,,,,g,,,,,active
goto-seat,,,,,,,,,,,,,,,,,,,,,,,,,https://eshop.worldcloud9.com/assets/images/products/medshop/specialneeds/spec8/2.jpeg,2,,,,,,,,,,,,,,,,,,,,,,,,
modular-seating-system,Modular Seating System,"<ul class='vr-list-proddesc'><div class='vr-list-header-proddesc'>SPECIFICATIONS</div><li>Fully adjustable ball joint headrest, shaped and padded for increased comfort</li><li>Contoured backrest</li><li>Full length angle adjustable hip guides</li><li>Ramped seat cushion</li><li>Fully adjustable pommel and knee blocks available</li><li>Wide range of footrest options available</li><li>3 Dimensionally adjustable hinged thoracic support (swing-a-way optional)</li><li>Height adjustable sacral pad</li><li>Padded pelvic strap</li><li>Upholstery, easily cleanable and padded for comfort</li><li>Selection of heel & toe straps</li><div class='vr-list-header-proddesc'>DETAILS</div><li>Features</li><li>Fully adjustable ball joint headrest, shaped and padded for increased comfort</li><li>Contoured backrest</li><li>Full length angle adjustable hip guides</li><li>Ramped seat cushion</li><li>Fully adjustable pommel and knee blocks available</li><li>Wide range of footrest options available</li><li>3 Dimensionally adjustable hinged thoracic support (swing-a-way optional)</li><li>Height adjustable sacral pad</li><li>Padded pelvic strap</li><li>Upholstery, easily cleanable and padded for comfort</li><li>Selection of heel & toe straps</li></ul>",Unknown,Health & Beauty > Health Care > Mobility & Accessibility > Special Needs Equipment,Special Needs Equipment,specialneeds,TRUE,Title,Default Title,,,,,,0,,,deny,manual,,,TRUE,TRUE,,https://eshop.worldcloud9.com/assets/images/products/medshop/specialneeds/spec9/1.webp,1,,FALSE,Modular Seating System,Modular Seating System,Health & Beauty > Health Care > Mobility & Accessibility > Special Needs Equipment,Unisex,Adult,,,,new,FALSE,,,,,,,g,,,,,active
modular-seating-system,,,,,,,,,,,,,,,,,,,,,,,,,https://eshop.worldcloud9.com/assets/images/products/medshop/specialneeds/spec9/2.webp,2,,,,,,,,,,,,,,,,,,,,,,,,
modular-seating-system,,,,,,,,,,,,,,,,,,,,,,,,,https://eshop.worldcloud9.com/assets/images/products/medshop/specialneeds/spec9/3.webp,3,,,,,,,,,,,,,,,,,,,,,,,,
modular-seating-system,,,,,,,,,,,,,,,,,,,,,,,,,https://eshop.worldcloud9.com/assets/images/products/medshop/specialneeds/spec9/4.webp,4,,,,,,,,,,,,,,,,,,,,,,,,
modular-seating-system,,,,,,,,,,,,,,,,,,,,,,,,,https://eshop.worldcloud9.com/assets/images/products/medshop/specialneeds/spec9/5.webp,5,,,,,,,,,,,,,,,,,,,,,,,,

