Handle	Title	Body (HTML)	Vendor	Product Category	Type	Tags	Published	Option1 Name	Option1 Value	Option2 Name	Option2 Value	Option3 Name	Option3 Value	Variant SKU	Variant Grams	Variant Inventory Tracker	Variant Inventory Qty	Variant Inventory Policy	Variant Fulfillment Service	Variant Price	Variant Compare At Price	Variant Requires Shipping	Variant Taxable	Variant Barcode	Image Src	Image Position	Image Alt Text	Gift Card	SEO Title	SEO Description	Google Shopping / Google Product Category	Google Shopping / Gender	Google Shopping / Age Group	Google Shopping / MPN	Google Shopping / AdWords Grouping	Google Shopping / AdWords Labels	Google Shopping / Condition	Google Shopping / Custom Product	Google Shopping / Custom Label 0	Google Shopping / Custom Label 1	Google Shopping / Custom Label 2	Google Shopping / Custom Label 3	Google Shopping / Custom Label 4	Variant Image	Variant Weight Unit	Variant Tax Code	Cost per item	Price / International	Compare At Price / International	Status
medi-humeral-fracture-brace	Medi Humeral Fracture Brace	<ul class='vr-list-proddesc'><div class='vr-list-header-proddesc'>SPECIFICATIONS</div><ul><li>Stabilization of fracture due to metal bars and strap system</li><li>Slight compression</li><li>Easy to apply and remove for early rehabilitation</li></ul><div class='vr-list-header-proddesc'>DETAILS</div><ul><li>Features</li><li>Stabilization of fracture due to metal bars and strap system</li><li>Slight compression</li><li>Easy to apply and remove for early rehabilitation</li></ul></ul>	medi	Health & Beauty > Health Care > Mobility & Accessibility > Orthopedic Care	Orthopedic Care	orthopediccare	TRUE	Title	Default Title						0			deny	manual			TRUE	TRUE		https://eshop.worldcloud9.com/assets/images/products/medshop/orthopediccare/ortho13/1.jpg	1		FALSE	Medi Humeral Fracture Brace	Medi Humeral Fracture Brace	Health & Beauty > Health Care > Mobility & Accessibility > Orthopedic Care	Unisex	Adult				new	FALSE							g					active
medi-humeral-fracture-brace																									https://eshop.worldcloud9.com/assets/images/products/medshop/orthopediccare/ortho13/2.jpg	2																								
medi-humeral-fracture-brace																									https://eshop.worldcloud9.com/assets/images/products/medshop/orthopediccare/ortho13/3.jpg	3																								
m-2-orth	M	<ul class='vr-list-proddesc'></ul>	Unknown	Health & Beauty > Health Care > Mobility & Accessibility > Orthopedic Care	Orthopedic Care	orthopediccare	TRUE	Title	Default Title						0			deny	manual			TRUE	TRUE		https://eshop.worldcloud9.com/assets/images/products/medshop/orthopediccare/ortho2/1.webp	1		FALSE	M	M	Health & Beauty > Health Care > Mobility & Accessibility > Orthopedic Care	Unisex	Adult				new	FALSE							g					active
d-1-orth	D	<ul class='vr-list-proddesc'></ul>	Unknown	Health & Beauty > Health Care > Mobility & Accessibility > Orthopedic Care	Orthopedic Care	orthopediccare	TRUE	Title	Default Title						0			deny	manual			TRUE	TRUE		https://eshop.worldcloud9.com/assets/images/products/medshop/orthopediccare/ortho3/1.webp	1		FALSE	D	D	Health & Beauty > Health Care > Mobility & Accessibility > Orthopedic Care	Unisex	Adult				new	FALSE							g					active
d-2-orth	D	<ul class='vr-list-proddesc'></ul>	Unknown	Health & Beauty > Health Care > Mobility & Accessibility > Orthopedic Care	Orthopedic Care	orthopediccare	TRUE	Title	Default Title						0			deny	manual			TRUE	TRUE		https://eshop.worldcloud9.com/assets/images/products/medshop/orthopediccare/ortho4/1.webp	1		FALSE	D	D	Health & Beauty > Health Care > Mobility & Accessibility > Orthopedic Care	Unisex	Adult				new	FALSE							g					active
r-1-orth	R	<ul class='vr-list-proddesc'></ul>	Unknown	Health & Beauty > Health Care > Mobility & Accessibility > Orthopedic Care	Orthopedic Care	orthopediccare	TRUE	Title	Default Title						0			deny	manual			TRUE	TRUE		https://eshop.worldcloud9.com/assets/images/products/medshop/orthopediccare/ortho5/1.webp	1		FALSE	R	R	Health & Beauty > Health Care > Mobility & Accessibility > Orthopedic Care	Unisex	Adult				new	FALSE							g					active
d-3-orth	D	<ul class='vr-list-proddesc'></ul>	Unknown	Health & Beauty > Health Care > Mobility & Accessibility > Orthopedic Care	Orthopedic Care	orthopediccare	TRUE	Title	Default Title						0			deny	manual			TRUE	TRUE		https://eshop.worldcloud9.com/assets/images/products/medshop/orthopediccare/ortho6/1.webp	1		FALSE	D	D	Health & Beauty > Health Care > Mobility & Accessibility > Orthopedic Care	Unisex	Adult				new	FALSE							g					active
stabimed	Stabimed	<ul class='vr-list-proddesc'><div class='vr-list-header-proddesc'>SPECIFICATIONS</div><ul><li>Very comfortable wearing due to persistent net material on the back.</li><li>Tool-free wedge replacement.</li><li>The physio glide hinge mimics the rolling / gliding movement of the knee and ensures a secure fit.</li><li>Collateral stabilization of the knee joint due to side bars</li><li>Prevention of hyperextension and limitation of range of motion due to adjustable physio glide hinges</li></ul><div class='vr-list-header-proddesc'>DETAILS</div><ul><li>Features</li><li>Very comfortable wearing due to persistent net material on the back.</li><li>Tool-free wedge replacement.</li><li>The physio glide hinge mimics the rolling / gliding movement of the knee and ensures a secure fit.</li><li>Collateral stabilization of the knee joint due to side bars</li><li>Prevention of hyperextension and limitation of range of motion due to adjustable physio glide hinges</li></ul></ul>	medi	Health & Beauty > Health Care > Mobility & Accessibility > Orthopedic Care	Orthopedic Care	orthopediccare	TRUE	Title	Default Title						0			deny	manual			TRUE	TRUE		https://eshop.worldcloud9.com/assets/images/products/medshop/orthopediccare/ortho7/1.jpg	1		FALSE	Stabimed	Stabimed	Health & Beauty > Health Care > Mobility & Accessibility > Orthopedic Care	Unisex	Adult				new	FALSE							g					active
stabimed																									https://eshop.worldcloud9.com/assets/images/products/medshop/orthopediccare/ortho7/2.jpg	2																								
stabimed																									https://eshop.worldcloud9.com/assets/images/products/medshop/orthopediccare/ortho7/3.jpg	3																								
stabimed																									https://eshop.worldcloud9.com/assets/images/products/medshop/orthopediccare/ortho7/4.jpg	4																								
stabimed																									https://eshop.worldcloud9.com/assets/images/products/medshop/orthopediccare/ortho7/5.jpg	5																								
spinomed	Spinomed	"<ul class='vr-list-proddesc'><div class='vr-list-header-proddesc'>SPECIFICATIONS</div><ul><li>Ergonomically shaped shoulder straps make it easy to put on and increase wearing comfort.</li><li>The soft material with inset holes increases air circulation and is comfortable to wear.</li><li>The new strap loops help prevent twisting of the straps.</li><li>Belt system and back support cause activation, by triggering biofeedback.</li><li>Reduction of kyphosis from osteoporosis.</li><li>Increase in mobility by enhancing muscle strength.</li><li>Reduction of pain.</li></ul><div class='vr-list-header-proddesc'>DETAILS</div><ul><li>Features</li><li>Ergonomically shaped shoulder straps make it easy to put on and increase wearing comfort.</li><li>The soft material with inset holes increases air circulation and is comfortable to wear.</li><li>The new strap loops help prevent twisting of the straps.</li><li>Belt system and back support cause activation, by triggering biofeedback.</li><li>Reduction of kyphosis from osteoporosis.</li><li>Increase in mobility by enhancing muscle strength.</li><li>Reduction of pain.</li></ul></ul>"	medi	Health & Beauty > Health Care > Mobility & Accessibility > Orthopedic Care	Orthopedic Care	orthopediccare	TRUE	Title	Default Title						0			deny	manual			TRUE	TRUE		https://eshop.worldcloud9.com/assets/images/products/medshop/orthopediccare/ortho8/1.jpg	1		FALSE	Spinomed	Spinomed	Health & Beauty > Health Care > Mobility & Accessibility > Orthopedic Care	Unisex	Adult				new	FALSE							g					active
spinomed																									https://eshop.worldcloud9.com/assets/images/products/medshop/orthopediccare/ortho8/2.jpg	2																								
spinomed																									https://eshop.worldcloud9.com/assets/images/products/medshop/orthopediccare/ortho8/3.jpg	3																								
spinomed																									https://eshop.worldcloud9.com/assets/images/products/medshop/orthopediccare/ortho8/4.jpg	4																								
spinomed																									https://eshop.worldcloud9.com/assets/images/products/medshop/orthopediccare/ortho8/5.jpg	5																								
spinomed																									https://eshop.worldcloud9.com/assets/images/products/medshop/orthopediccare/ortho8/6.jpg	6																								
spinomed																									https://eshop.worldcloud9.com/assets/images/products/medshop/orthopediccare/ortho8/7.jpg	7																								
protect-rom-cool	Protect ROM Cool	<ul class='vr-list-proddesc'><div class='vr-list-header-proddesc'>SPECIFICATIONS</div><ul><li>Easy to use patented Quick-Set hinge</li><li>Option to shorten the side bars due to integrated break lines</li><li>Skin friendly padding which can be adjusted according to patient needs by cutting</li><li>Collateral stabilization of the knee joint</li><li>Post-operative immobilization</li><li>Controlled mobilization</li></ul><div class='vr-list-header-proddesc'>DETAILS</div><ul><li>Features</li><li>Easy to use patented Quick-Set hinge</li><li>Option to shorten the side bars due to integrated break lines</li><li>Skin friendly padding which can be adjusted according to patient needs by cutting</li><li>Collateral stabilization of the knee joint</li><li>Post-operative immobilization</li><li>Controlled mobilization</li></ul></ul>	medi	Health & Beauty > Health Care > Mobility & Accessibility > Orthopedic Care	Orthopedic Care	orthopediccare	TRUE	Title	Default Title						0			deny	manual			TRUE	TRUE		https://eshop.worldcloud9.com/assets/images/products/medshop/orthopediccare/ortho9/1.jpg	1		FALSE	Protect ROM Cool	Protect ROM Cool	Health & Beauty > Health Care > Mobility & Accessibility > Orthopedic Care	Unisex	Adult				new	FALSE							g					active
protect-rom-cool																									https://eshop.worldcloud9.com/assets/images/products/medshop/orthopediccare/ortho9/2.jpg	2																								
