Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
adult-manual-wheelchair-durable-medical-equipment-mobility-products-standard-wheelchair-wheelchair,"Adult Manual Wheelchair, DURABLE MEDICAL EQUIPMENT, MOBILITY, Products, STANDARD WHEELCHAIR, Wheelchair",<ul><li>Direct Care Select Steel Wheelchair</li><div class='list-header'>SPECIFICATIONS</div><ul><li>Size: 17 inch</li><li>Product Weight : 19 kg</li><li>Weight Capacity: 100 kg</li><li>24″ rear wheels</li></ul><div class='list-header'>DETAILS</div><ul><li>Durable frame with folding double cross bar</li><li>Power coated steel</li><li>Wipe clean vinyl upholstery and padded armrests</li><li>Fixed Armrest</li><li>Fixed Footrest</li></ul></ul>,Direct Care,Health & Beauty > Health Care > Mobility & Accessibility > Wheelchairs,Wheelchairs,"mobility, wheelchair, Direct Care",TRUE,Title,Default Title,,,,,,0,,,deny,manual,,,TRUE,TRUE,,https://eshop.worldcloud9.com/assets/images/products/medshop/mobility/mob3/1.webp,1,,FALSE,Adult Manual Wheelchair,Adult Manual Wheelchair,Health & Beauty > Health Care > Mobility & Accessibility > Wheelchairs,Unisex,Adult,,,,new,FALSE,,,,,,,g,,,,,active
karma-vip-515-reclining-aluminum-wheelchair,Karma VIP (515) Reclining Aluminum Wheelchair,<ul><div class='list-header'>SPECIFICATIONS</div><ul><li>Size: 16 inch and 18 inch</li><li>Max. User Weight (kg) 115</li></ul><div class='list-header'>DETAILS</div><ul><li>Tilt-in-Space</li><li>Foldable and Compact</li><li>Flip-back Armrest</li><li>Adjustable Flip-back Armrest</li><li>Detachable Swing-away Footrest</li><li>Hydraulic Pressure Support System</li><li>AEGIS Microbe Shield</li></ul></ul>,Karma,Health & Beauty > Health Care > Mobility & Accessibility > Wheelchairs,Wheelchairs,"mobility, wheelchair, Karma",TRUE,Title,Default Title,,,,,,0,,,deny,manual,,,TRUE,TRUE,,https://eshop.worldcloud9.com/assets/images/products/medshop/mobility/mob4/1.webp,1,,FALSE,Karma VIP (515) Reclining Aluminum Wheelchair,Karma VIP (515) Reclining Aluminum Wheelchair,Health & Beauty > Health Care > Mobility & Accessibility > Wheelchairs,Unisex,Adult,,,,new,FALSE,,,,,,,g,,,,,active
karma-vip-515-reclining-aluminum-wheelchair,,,,,,,,,,,,,,,,,,,,,,,,,https://eshop.worldcloud9.com/assets/images/products/medshop/mobility/mob4/2.webp,2,,FALSE,,,,,,,,,,,,,,,,,,,,,,
karma-vip-515-reclining-aluminum-wheelchair,,,,,,,,,,,,,,,,,,,,,,,,,https://eshop.worldcloud9.com/assets/images/products/medshop/mobility/mob4/3.webp,3,,FALSE,,,,,,,,,,,,,,,,,,,,,,
karma-power-scooter-ks-343,Karma Power Scooter (KS-343),<ul><div class='list-header'>SPECIFICATIONS</div><ul><li>Max. User Weight (kg) 135</li></ul><div class='list-header'>DETAILS</div><ul><li>Overall Length (mm)1120</li><li>Overall Width (mm)620</li><li>Overall Height (mm)1190</li><li>Energy-efficient LED Taillights</li><li>Standard Ultra-wide-angle Headlight</li><li>Flip-Back Armrest</li><li>Battery (Ah)36*2</li></ul></ul>,Karma,Health & Beauty > Health Care > Mobility & Accessibility > Wheelchairs,Wheelchairs,"mobility, wheelchair, Karma",TRUE,Title,Default Title,,,,,,0,,,deny,manual,,,TRUE,TRUE,,https://eshop.worldcloud9.com/assets/images/products/medshop/mobility/mob5/1.webp,1,,FALSE,Karma Power Scooter (KS-343),Karma Power Scooter (KS-343),Health & Beauty > Health Care > Mobility & Accessibility > Wheelchairs,Unisex,Adult,,,,new,FALSE,,,,,,,g,,,,,active
karma-ergo-stand-kp80,Karma Ergo Stand (KP80),"<ul><div class='list-header'>SPECIFICATIONS</div><ul><li>Size: 40cm, 44cm, 48cm</li><li>Max. User Weight (kg) 135</li></ul><div class='list-header'>DETAILS</div><ul><li>Power Backrest Recline</li><li>Front-Wheel Drive</li><li>Adjustable Flip-Back Armrests</li><li>Knee Support</li><li>Adjustable Seat Dimension</li><li>Max. Speed (km) 9</li><li>Motor (W)300</li></ul></ul>",Karma,Health & Beauty > Health Care > Mobility & Accessibility > Wheelchairs,Wheelchairs,"mobility, wheelchair, Karma",TRUE,Title,Default Title,,,,,,0,,,deny,manual,,,TRUE,TRUE,,https://eshop.worldcloud9.com/assets/images/products/medshop/mobility/mob6/1.webp,1,,FALSE,Karma Ergo Stand (KP80),Karma Ergo Stand (KP80),Health & Beauty > Health Care > Mobility & Accessibility > Wheelchairs,Unisex,Adult,,,,new,FALSE,,,,,,,g,,,,,active
karma-e-flexx-power-wheelchair-small-wheels,Karma E-Flexx Power Wheelchair Small Wheels,"<ul><div class='list-header'>SPECIFICATIONS</div><ul><li>Size: 15 inch, 17 inch and 19 inch</li><li>Max. User Weight (kg) 100</li></ul><div class='list-header'>DETAILS</div><ul><li>Compact and Lightweight</li><li>Universal Design</li><li>Flip-back Armrests</li><li>Detachable Swing-away Footrests</li><li>Motor (W)250</li></ul></ul>",Karma,Health & Beauty > Health Care > Mobility & Accessibility > Wheelchairs,Wheelchairs,"mobility, wheelchair, Karma",TRUE,Title,Default Title,,,,,,0,,,deny,manual,,,TRUE,TRUE,,https://eshop.worldcloud9.com/assets/images/products/medshop/mobility/mob7/1.webp,1,,FALSE,Karma E-Flexx Power Wheelchair Small Wheels,Karma E-Flexx Power Wheelchair Small Wheels,Health & Beauty > Health Care > Mobility & Accessibility > Wheelchairs,Unisex,Adult,,,,new,FALSE,,,,,,,g,,,,,active
chrome-plated-steel-wheelchair,Chrome Plated Steel Wheelchair,"<ul><div class='list-header'>FEATURES</div><ul><li>Brand: AniRehab</li><li>Carbon Steel, Chrome-Plated, Single Axle Position Frame</li><li>Steel, Permanent Full-length Armrest</li><li>Detachable Swing away Footrest</li><li>8″ Mag Wheel With Gray Solid Tire</li><li>Stainless Steel, Black Powder coated Clothing Guard</li></ul></ul>",AniRehab,Health & Beauty > Health Care > Mobility & Accessibility > Wheelchairs,Wheelchairs,"mobility, wheelchair, AniRehab",TRUE,Title,Default Title,,,,,,0,,,deny,manual,,,TRUE,TRUE,,https://eshop.worldcloud9.com/assets/images/products/medshop/mobility/mob8/1.png,1,,FALSE,Chrome Plated Steel Wheelchair,Chrome Plated Steel Wheelchair,Health & Beauty > Health Care > Mobility & Accessibility > Wheelchairs,Unisex,Adult,,,,new,FALSE,,,,,,,g,,,,,active
feather-weight-wheelchair,Feather Weight Wheelchair,"<ul><div class='list-header'>FEATURES</div><ul><li>Wheel locks – easily accessible by the seated user – at the front of the frame</li><li>Wheel locks prevent the wheelchair from rolling forward or backward</li><li>For the caregiver, there is an integrated braking system, operated by bicycle style locking brake levers located at the push handles</li><li>These handbrakes provide the caregiver control, security, and convenience when descending or pausing on a slope.</li></ul></ul>",Feather,Health & Beauty > Health Care > Mobility & Accessibility > Wheelchairs,Wheelchairs,"mobility, wheelchair, Feather",TRUE,Title,Default Title,,,,,,0,,,deny,manual,,,TRUE,TRUE,,https://eshop.worldcloud9.com/assets/images/products/medshop/mobility/mob9/1.jpeg,1,,FALSE,Feather Weight Wheelchair,Feather Weight Wheelchair,Health & Beauty > Health Care > Mobility & Accessibility > Wheelchairs,Unisex,Adult,,,,new,FALSE,,,,,,,g,,,,,active
feather-weight-wheelchair,,,,,,,,,,,,,,,,,,,,,,,,,https://eshop.worldcloud9.com/assets/images/products/medshop/mobility/mob9/2.jpeg,2,,FALSE,,,,,,,,,,,,,,,,,,,,,,
feather-weight-wheelchair,,,,,,,,,,,,,,,,,,,,,,,,,https://eshop.worldcloud9.com/assets/images/products/medshop/mobility/mob9/3.jpeg,3,,FALSE,,,,,,,,,,,,,,,,,,,,,,
